species	Individual	Label_p1	Label_p2	Label_p3	Label_p4	Label_g	Label_p5	Cohort	Additional_sample	Amount_Plant_Material
Eve_	VILLE-A-07	Eve	VILLE	A	7	G1		2020	yes	2
Eve_	VILLE-A-08	Eve	VILLE	A	8	G2		2019		1
Eve_	VILLE-A-09	Eve	VILLE	A	9	G2		2019		2
Eve_	VILLE-A-12	Eve	VILLE	A	12	G1		2019		2
Eve_	VILLE-A-14	Eve	VILLE	A	14	G1		2020		2
Eve_	VILLE-B-01	Eve	VILLE	B	1	G1		2019		0
Eve_	VILLE-B-02	Eve	VILLE	B	2	G1		2019		0
Eve_	VILLE-B-03	Eve	VILLE	B	3	2	okt13'17			1
Eve_	VILLE-B-03	Eve	VILLE	B	3	G1		2020	yes	2
Eve_	VILLE-B-05	Eve	VILLE	B	5	1	okt13'17			0
Eve_	VILLE-B-06	Eve	VILLE	B	6	G1		2019		1
Eve_	VILLE-B-10	Eve	VILLE	B	10	G1		2019		2
Eve_	VILLE-B-11	Eve	VILLE	B	11	G1		2020		2
Eve_	VILLE-B-14	Eve	VILLE	B	14	2	okt13'17			1
Eve_	VILLE-B-14	Eve	VILLE	B	14	G1		2019	yes	2
Eve_	VILLE-C-1	Eve	VILLE	C	1	G2		2019		2
Eve_	VILLE-C-2	Eve	VILLE	C	2	G2		2019		2
Eve_	VILLE-C-3	Eve	VILLE	C	3	G1		2019		2
Eve_	VILLE-C-6	Eve	VILLE	C	6	G1		2019		1
Eve_	VILLE-C-7	Eve	VILLE	C	7	G2		2019		1
