Sample_ID,Identification,Freezer,Rack,Box,Position,Source,Source_number,Organ/tissue,Site/Population,Lat,Long,Curator,Year,Wild or Lab,Duplicate,Description
ME(Dv)_B.27,Bacillus cereus,Z-SCI,5,25,36,Draba verna,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.28,Bacillus cereus,Z-SCI,5,25,37,Draba verna,18,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.29,Bacillus cereus,Z-SCI,5,25,38,Draba verna,19,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.30,Bacillus cereus,Z-SCI,5,25,39,Draba verna,20,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.31,Bacillus cereus,Z-SCI,5,25,40,Draba verna,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.32,Pseudomonas viridiflava,Z-SCI,5,25,41,Draba verna,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.33,Bacillus cereus,Z-SCI,5,25,42,Draba verna,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.34,Pseudomonas fluorescens,Z-SCI,5,25,43,Draba verna,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.35,Bacillus cereus,Z-SCI,5,25,44,Draba verna,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.36,Bacillus cereus,Z-SCI,5,25,45,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.37,Pseudomonas sp (fluorescens like),Z-SCI,5,25,46,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.38,Bacillus cereus,Z-SCI,5,25,47,Draba verna,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.39,Pseudomonas viridiflava,Z-SCI,5,25,48,Draba verna,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.40,Bacillus cereus,Z-SCI,5,25,49,Draba verna,27,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.41,Bacillus cereus,Z-SCI,5,25,50,Draba verna,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.42,Pseudomonas fluorescens,Z-SCI,5,25,51,Draba verna,29,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.43,,Z-SCI,5,25,52,Draba verna,30,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.44,,Z-SCI,5,25,53,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.45,,Z-SCI,5,25,54,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.46,Pseudomonas sp (fluorescens like),Z-SCI,5,25,55,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.47,Bacillus cereus,Z-SCI,5,25,56,Draba verna,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.48,,Z-SCI,5,25,57,Draba verna,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.49,Bacillus cereus,Z-SCI,5,25,58,Draba verna,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.50,,Z-SCI,5,25,59,Draba verna,34,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.51,Pseudomonas viridiflava,Z-SCI,5,25,60,Draba verna,35,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.52,Pseudomonas viridiflava,Z-SCI,5,25,61,Draba verna,36,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.53,Bacillus cereus,Z-SCI,5,25,62,Draba verna,37,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.54,Pseudomonas viridiflava,Z-SCI,5,25,63,Draba verna,37,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.55,,Z-SCI,5,25,64,Draba verna,38,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.56,,Z-SCI,5,25,65,Draba verna,38,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.57,,Z-SCI,5,25,66,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.58,,Z-SCI,5,25,67,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.59,Pseudomonas sp (fluorescens like),Z-SCI,5,25,68,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.60,Pseudomonas fluorescens,Z-SCI,5,25,69,Draba verna,40,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.61,Bacillus cereus,Z-SCI,5,25,70,Draba verna,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.62,Pseudomonas sp (fluorescens like),Z-SCI,5,25,71,Draba verna,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.63,,Z-SCI,5,25,72,Draba verna,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.64,,Z-SCI,5,25,73,Draba verna,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.65,Pseudomonas sp (fluorescens like),Z-SCI,5,25,74,Draba verna,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.66,Pseudomonas fluorescens,Z-SCI,5,25,75,Draba verna,43,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.67,Bacillus cereus,Z-SCI,5,25,76,Draba verna,44,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.68,,Z-SCI,5,25,77,Draba verna,45,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.69,Pseudomonas fluorescens,Z-SCI,5,25,78,Draba verna,46,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.70,Bacillus cereus,Z-SCI,5,25,79,Draba verna,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.71,,Z-SCI,5,25,80,Draba verna,48,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.72,Bacillus cereus,Z-SCI,5,25,81,Draba verna,49,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.73,,Z-SCI,5,25,82,Draba verna,49,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.74,,Z-SCI,5,25,83,Draba verna,49,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_B.75,Pseudomonas fluorescens,Z-SCI,5,25,84,Draba verna,49,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME(Dv)_B.76,,Z-SCI,5,25,85,Draba verna,50,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.001,Pseudomonas sp (fluorescens like),Z-SCI,5,25,86,Draba verna,1,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.002,Pseudomonas sp (fluorescens like),Z-SCI,5,25,87,Draba verna,1,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.003,,Z-SCI,5,25,88,Draba verna,2,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.004,Burkholderia sp.,Z-SCI,5,25,89,Draba verna,3,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.005,Pseudomonas viridiflava,Z-SCI,5,25,90,Draba verna,4,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.006,,Z-SCI,5,25,91,Draba verna,1,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.007,Curtobacterium sp,Z-SCI,5,25,92,Draba verna,2,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.008,Pseudomonas syringae,Z-SCI,5,25,93,Draba verna,3,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 58?,
ME(Dv)_P.009,Pseudomonas sp (fluorescens like),Z-SCI,5,25,94,Draba verna,1,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.010,Pseudomonas sp (fluorescens like),Z-SCI,5,25,95,Draba verna,2,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.011,,Z-SCI,5,25,96,Draba verna,3,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.012,,Z-SCI,5,25,97,Draba verna,4,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.013,Pseudomonas viridiflava,Z-SCI,5,25,98,Draba verna,5,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.014,,Z-SCI,5,25,99,Draba verna,5,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.015,,Z-SCI,5,25,100,Draba verna,5,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.016,,Z-SCI,6,26,1,Draba verna,5,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.017,Pseudomonas viridiflava,Z-SCI,6,26,2,Draba verna,6,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.018,Pseudomonas sp (fluorescens like),Z-SCI,6,26,3,Draba verna,6,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.019,Curtobacterium sp,Z-SCI,6,26,4,Draba verna,6,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.020,Pseudomonas viridiflava,Z-SCI,6,26,5,Draba verna,7,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.021,Pseudomonas sp (chloraphis),Z-SCI,6,26,6,Draba verna,7,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.022,,Z-SCI,6,26,7,Draba verna,7,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.023,Pseudomonas viridiflava,Z-SCI,6,26,8,Draba verna,8,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.024,Pseudomonas sp (fluorescens like),Z-SCI,6,26,9,Draba verna,8,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.025,Xanthomonas campestris,Z-SCI,6,26,10,Draba verna,8,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 49+53?,
ME(Dv)_P.026,Pseudomonas viridiflava,Z-SCI,6,26,11,Draba verna,9,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.027,Pseudomonas sp (fluorescens like),Z-SCI,6,26,12,Draba verna,9,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.028,Pseudomonas sp (fluorescens like),Z-SCI,6,26,13,Draba verna,9,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.029,Pseudomonas sp (fluorescens like),Z-SCI,6,26,14,Draba verna,10,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.030,Pseudomonas sp (fluorescens like),Z-SCI,6,26,15,Draba verna,10,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.031,Burkholderia sp.,Z-SCI,6,26,16,Draba verna,10,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.032,Pseudomonas viridiflava,Z-SCI,6,26,17,Draba verna,11,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.033,Pseudomonas viridiflava,Z-SCI,6,26,18,Draba verna,12,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.034,Pseudomonas viridiflava,Z-SCI,6,26,19,Draba verna,13,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.035,Pseudomonas sp (fluorescens like),Z-SCI,6,26,20,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.036,Pseudomonas fluorescens,Z-SCI,6,26,21,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
ME(Dv)_P.037,Pseudomonas sp (fluorescens like),Z-SCI,6,26,22,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.038,Pseudomonas sp (fluorescens like),Z-SCI,6,26,23,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.039,Xanthomonas campestris,Z-SCI,6,26,24,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 49+53?,
ME(Dv)_P.040,Pseudomonas viridiflava,Z-SCI,6,26,25,Draba verna,15,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.041,Pseudomonas viridiflava,Z-SCI,6,26,26,Draba verna,16,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.042,Pseudomonas syringae,Z-SCI,6,26,27,Draba verna,16,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47+51?,
ME(Dv)_P.043,Luteibactor rhizovicina,Z-SCI,6,26,28,Draba verna,16,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.044,Pseudomonas sp (chloraphis),Z-SCI,6,26,29,Draba verna,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.045,Xanthomonas campestris,Z-SCI,6,26,30,Draba verna,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.046,Pseudomonas sp (fluorescens like),Z-SCI,6,26,31,Draba verna,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.047,Pseudomonas viridiflava,Z-SCI,6,26,32,Draba verna,18,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.048,Pseudomonas viridiflava,Z-SCI,6,26,33,Draba verna,18,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.049,Burkholderia sp.,Z-SCI,6,26,34,Draba verna,18,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.050,Pseudomonas sp (fluorescens like),Z-SCI,6,26,35,Draba verna,20,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.051,Pseudomonas viridiflava,Z-SCI,6,26,36,Draba verna,20,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.052,Pseudomonas sp (fluorescens like),Z-SCI,6,26,37,Draba verna,21,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.053,Pseudomonas viridiflava,Z-SCI,6,26,38,Draba verna,21,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.054,,Z-SCI,6,26,39,Draba verna,21,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.055,,Z-SCI,6,26,40,Draba verna,21,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.056,Pseudomonas sp (chloraphis),Z-SCI,6,26,41,Draba verna,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.057,Pseudomonas viridiflava,Z-SCI,6,26,42,Draba verna,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.058,Pseudomonas syringae,Z-SCI,6,26,43,Draba verna,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47+58?,
ME(Dv)_P.059,Sanguibacter,Z-SCI,6,26,44,Draba verna,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.060,Pseudomonas viridiflava,Z-SCI,6,26,45,Draba verna,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.061,Sanguibacter,Z-SCI,6,26,46,Draba verna,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.062,Pseudomonas viridiflava,Z-SCI,6,26,47,Draba verna,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.063,Pseudomonas sp (fluorescens like),Z-SCI,6,26,48,Draba verna,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.064,??,Z-SCI,6,26,49,Draba verna,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.065,Pseudomonas fluorescens,Z-SCI,6,26,50,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
ME(Dv)_P.066,Pseudomonas sp (chloraphis),Z-SCI,6,26,51,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.067,Pseudomonas sp (fluorescens like),Z-SCI,6,26,52,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.068,Luteibactor rhizovicina,Z-SCI,6,26,53,Draba verna,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.069,Pseudomonas viridiflava,Z-SCI,6,26,54,Draba verna,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.070,Pseudomonas viridiflava,Z-SCI,6,26,55,Draba verna,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.071,Xanthomonas campestris,Z-SCI,6,26,56,Draba verna,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.072,Pseudomonas fluorescens,Z-SCI,6,26,57,Draba verna,27,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
ME(Dv)_P.073,Xanthomonas campestris,Z-SCI,6,26,58,Draba verna,27,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.074,Pseudomonas viridiflava,Z-SCI,6,26,59,Draba verna,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.075,,Z-SCI,6,26,60,Draba verna,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.076,Xanthomonas campestris,Z-SCI,6,26,61,Draba verna,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.077,Pseudomonas fluorescens,Z-SCI,6,26,62,Draba verna,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
ME(Dv)_P.078,Pseudomonas viridiflava,Z-SCI,6,26,63,Draba verna,29,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.079,Pseudomonas viridiflava,Z-SCI,6,26,64,Draba verna,30,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.080,Xanthomonas campestris,Z-SCI,6,26,65,Draba verna,30,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.081,Pseudomonas viridiflava,Z-SCI,6,26,66,Draba verna,30,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.082,Pseudomonas sp (chloraphis),Z-SCI,6,26,67,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.083,Pseudomonas sp (fluorescens like),Z-SCI,6,26,68,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.084,,Z-SCI,6,26,69,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.085,Pseudomonas viridiflava,Z-SCI,6,26,70,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.086,Xanthomonas campestris,Z-SCI,6,26,71,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.087,Pseudomonas fluorescens,Z-SCI,6,26,72,Draba verna,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
ME(Dv)_P.088,Curtobacterium sp,Z-SCI,6,26,73,Draba verna,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.089,Pseudomonas viridiflava,Z-SCI,6,26,74,Draba verna,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.090,Curtobacterium sp,Z-SCI,6,26,75,Draba verna,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.091,Xanthomonas campestris,Z-SCI,6,26,76,Draba verna,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.092,Pseudomonas sp (fluorescens like),Z-SCI,6,26,77,Draba verna,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 47?,
ME(Dv)_P.093,Xanthomonas campestris,Z-SCI,6,26,78,Draba verna,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+53?,
ME(Dv)_P.094,Pseudomonas viridiflava,Z-SCI,6,26,79,Draba verna,34,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.095,Plantibacter or Curtobacterium,Z-SCI,6,26,80,Draba verna,34,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Dv)_P.096,,Z-SCI,6,26,81,Draba verna,34,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
