Sample_ID,Identification,Freezer,Rack,Box,Position,Source,Source_number,Organ/tissue,Site/Population,Lat,Long,Curator,Year,Wild or Lab,Duplicate,Description
ME_P.062,Subtercola pratensis,Z-SCI,5,21,26,Arabidopsis thaliana,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.063,Pseudomonas viridiflava,Z-SCI,5,21,27,Arabidopsis thaliana,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.064,Pseudomonas viridiflava,Z-SCI,5,21,28,Arabidopsis thaliana,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.065,Xanthomonas campestris,Z-SCI,5,21,29,Arabidopsis thaliana,23,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+54?,
ME_P.066,Xanthomonas campestris,Z-SCI,5,21,30,Arabidopsis thaliana,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+54?,
ME_P.067,Pseudomonas viridiflava,Z-SCI,5,21,31,Arabidopsis thaliana,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.068,Curtobacterium,Z-SCI,5,21,32,Arabidopsis thaliana,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.069,Chryseobacterium,Z-SCI,5,21,33,Arabidopsis thaliana,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
,empty,Z-SCI,5,21,34,,26,,,,,,,,,
ME_P.071,Pseudomonas viridiflava,Z-SCI,5,21,35,Arabidopsis thaliana,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.072,Pseudomonas fluorescens,Z-SCI,5,21,36,Arabidopsis thaliana,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.073,Pseudomonas viridiflava,Z-SCI,5,21,37,Arabidopsis thaliana,26,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.074,Pseudomonas viridiflava,Z-SCI,5,21,38,Arabidopsis thaliana,27,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.075,Pseudomonas viridiflava,Z-SCI,5,21,39,Arabidopsis thaliana,27,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.076,failed,Z-SCI,5,21,40,Arabidopsis thaliana,27,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.077,Pseudomonas fluorescens,Z-SCI,5,21,41,Arabidopsis thaliana,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.078,Pseudomonas fluorescens,Z-SCI,5,21,42,Arabidopsis thaliana,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.079,Pseudomonas sp (fluorescens like),Z-SCI,5,21,43,Arabidopsis thaliana,28,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
,empty,Z-SCI,5,21,44,,28,,,,,,,,,
ME_P.081,Curtobacterium,Z-SCI,5,21,45,Arabidopsis thaliana,29,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.082,failed,Z-SCI,5,21,46,Arabidopsis thaliana,29,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.083,Pseudomonas syringae,Z-SCI,5,21,47,Arabidopsis thaliana,29,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46+51?,
ME_P.084,Pseudomonas syringae,Z-SCI,5,21,48,Arabidopsis thaliana,29,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 51?,
ME_P.085,Pedobacter cryoconitis,Z-SCI,5,21,49,Arabidopsis thaliana,29,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.086,Curtobacterium,Z-SCI,5,21,50,Arabidopsis thaliana,30,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.087,Frigoribacterium,Z-SCI,5,21,51,Arabidopsis thaliana,30,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.088,Pseudomonas fluorescens,Z-SCI,5,21,52,Arabidopsis thaliana,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.089,Pseudomonas syringae,Z-SCI,5,21,53,Arabidopsis thaliana,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 51?,
ME_P.090,failed,Z-SCI,5,21,54,Arabidopsis thaliana,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.091,Pseudomonas sp (graminis),Z-SCI,5,21,55,Arabidopsis thaliana,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
ME_P.092,failed,Z-SCI,5,21,56,Arabidopsis thaliana,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.093,Pseudomonas fluorescens,Z-SCI,5,21,57,Arabidopsis thaliana,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.094,Pseudomonas syringae,Z-SCI,5,21,58,Arabidopsis thaliana,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 52?,
ME_P.095,Pedobacter cryoconitis,Z-SCI,5,21,59,Arabidopsis thaliana,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 52?,Identification as Pseudomonas in box 52
ME_P.096,Pseudomonas sp (fluorescens like),Z-SCI,5,21,60,Arabidopsis thaliana,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 46?,
ME_P.097,Pseudomonas viridiflava,Z-SCI,5,21,61,Arabidopsis thaliana,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.098,Pseudomonas syringae,Z-SCI,5,21,62,Arabidopsis thaliana,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 51?,
ME_P.099,Zoogloea ramigera,Z-SCI,5,21,63,Arabidopsis thaliana,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.100,Xanthomonas campestris,Z-SCI,5,21,64,Arabidopsis thaliana,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+54?,
ME_P.101,Pseudomonas viridiflava,Z-SCI,5,21,65,Arabidopsis thaliana,34,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.102,Subtercola pratensis,Z-SCI,5,21,66,Arabidopsis thaliana,34,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.103,Curtobacterium,Z-SCI,5,21,67,Arabidopsis thaliana,35,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.104,Pseudomonas fluorescens,Z-SCI,5,21,68,Arabidopsis thaliana,35,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.105,Pseudomonas viridiflava,Z-SCI,5,21,69,Arabidopsis thaliana,35,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.106,Xanthomonas campestris,Z-SCI,5,21,70,Arabidopsis thaliana,35,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+54?,
ME_P.107,Pseudomonas viridiflava,Z-SCI,5,21,71,Arabidopsis thaliana,36,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.108,Pseudomonas viridiflava,Z-SCI,5,21,72,Arabidopsis thaliana,36,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.109,Janthinobacterium,Z-SCI,5,21,73,Arabidopsis thaliana,36,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.110,failed,Z-SCI,5,21,74,Arabidopsis thaliana,36,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.111,Pseudomonas viridiflava,Z-SCI,5,21,75,Arabidopsis thaliana,37,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.112,Curtobacterium,Z-SCI,5,21,76,Arabidopsis thaliana,37,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.113,Curtobacterium,Z-SCI,5,21,77,Arabidopsis thaliana,37,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.114,Pseudomonas viridiflava,Z-SCI,5,21,78,Arabidopsis thaliana,38,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.115,Pseudomonas viridiflava,Z-SCI,5,21,79,Arabidopsis thaliana,38,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.116,Subtercola pratensis,Z-SCI,5,21,80,Arabidopsis thaliana,38,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.117,Curtobacterium,Z-SCI,5,21,81,Arabidopsis thaliana,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.118,failed,Z-SCI,5,21,82,Arabidopsis thaliana,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.119,Pseudomonas viridiflava,Z-SCI,5,21,83,Arabidopsis thaliana,40,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.120,Pseudomonas viridiflava,Z-SCI,5,21,84,Arabidopsis thaliana,40,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.121,Janthinobacterium,Z-SCI,5,21,85,Arabidopsis thaliana,40,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.122,Pseudomonas viridiflava,Z-SCI,5,21,86,Arabidopsis thaliana,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.123,Pseudomonas viridiflava,Z-SCI,5,21,87,Arabidopsis thaliana,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.124,Pseudomonas viridiflava,Z-SCI,5,21,88,Arabidopsis thaliana,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.125,Xanthomonas campestris,Z-SCI,5,21,89,Arabidopsis thaliana,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 50+54?,
ME_P.126,Pseudomonas fluorescens,Z-SCI,5,21,90,Arabidopsis thaliana,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.127,Pseudomonas viridiflava,Z-SCI,5,21,91,Arabidopsis thaliana,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.128,Pseudomonas viridiflava,Z-SCI,5,21,92,Arabidopsis thaliana,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.129,Pseudomonas viridiflava,Z-SCI,5,21,93,Arabidopsis thaliana,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.130,Pseudomonas viridiflava,Z-SCI,5,21,94,Arabidopsis thaliana,43,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.131,Pseudomonas viridiflava,Z-SCI,5,21,95,Arabidopsis thaliana,43,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.132,,Z-SCI,5,21,96,Arabidopsis thaliana,44,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.133,,Z-SCI,5,21,97,Arabidopsis thaliana,44,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.134,Curtobacterium,Z-SCI,5,21,98,Arabidopsis thaliana,44,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.135,Pseudomonas fluorescens,Z-SCI,5,21,99,Arabidopsis thaliana,45,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 48?,
ME_P.136,Pseudomonas viridiflava,Z-SCI,5,21,100,Arabidopsis thaliana,45,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.137,Pseudomonas viridiflava,Z-SCI,5,22,1,Arabidopsis thaliana,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.138,Pseudomonas viridiflava,Z-SCI,5,22,2,Arabidopsis thaliana,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.139,Curtobacterium,Z-SCI,5,22,3,Arabidopsis thaliana,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.140,,Z-SCI,5,22,4,Arabidopsis thaliana,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.141,,Z-SCI,5,22,5,Arabidopsis thaliana,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.142,,Z-SCI,5,22,6,Arabidopsis thaliana,48,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.143,,Z-SCI,5,22,7,Arabidopsis thaliana,48,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.144,Pseudomonas viridiflava,Z-SCI,5,22,8,Arabidopsis thaliana,48,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.145,,Z-SCI,5,22,9,Arabidopsis thaliana,48,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.146,,Z-SCI,5,22,10,Arabidopsis thaliana,48,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.147,Pseudomonas viridiflava,Z-SCI,5,22,11,Arabidopsis thaliana,49,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.148,,Z-SCI,5,22,12,Arabidopsis thaliana,49,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.149,,Z-SCI,5,22,13,Arabidopsis thaliana,50,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.150,,Z-SCI,5,22,14,Arabidopsis thaliana,50,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.151,,Z-SCI,5,22,15,Arabidopsis thaliana,50,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME_P.152,,Z-SCI,5,22,16,Arabidopsis thaliana,50,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,,
ME(Cv)_A.01,Pseudomonas fluorescens,Z-SCI,5,22,17,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.02,Pseudomonas viridiflava,Z-SCI,5,22,18,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.03,Pseudomonas viridiflava,Z-SCI,5,22,19,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.04,Pseudomonas sp (fluorescens like),Z-SCI,5,22,20,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46?,
ME(Cv)_A.05,Pseudomonas viridiflava,Z-SCI,5,22,21,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
,empty,Z-SCI,5,22,22,,,,,,,,,,,
ME(Cv)_A.07,Pseudomonas sp (fluorescens like),Z-SCI,5,22,23,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46?,
ME(Cv)_A.10,,Z-SCI,5,22,24,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.11,Pseudomonas viridiflava,Z-SCI,5,22,25,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.12,Pseudomonas viridiflava,Z-SCI,5,22,26,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.13,,Z-SCI,5,22,27,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46+55?,
,empty,Z-SCI,5,22,28,,,,,,,,,,,
ME(Cv)_A.15,Pseudomonas syringae,Z-SCI,5,22,29,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.16,Pseudomonas fluorescens,Z-SCI,5,22,30,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.17,Pseudomonas syringae?,Z-SCI,5,22,31,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 55?,
ME(Cv)_A.18,,Z-SCI,5,22,32,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.19,Pseudomonas syringae,Z-SCI,5,22,33,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.20,Pseudomonas viridiflava,Z-SCI,5,22,34,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.21,Burkholderia sp.,Z-SCI,5,22,35,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.22,,Z-SCI,5,22,36,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46+55?,
ME(Cv)_A.23,,Z-SCI,5,22,37,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46+55?,
ME(Cv)_A.24,Pseudomonas syringae,Z-SCI,5,22,38,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46+55?,
ME(Cv)_A.25,Pseudomonas syringae,Z-SCI,5,22,39,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.26,Pseudomonas syringae,Z-SCI,5,22,40,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46+55?,
ME(Cv)_A.27,,Z-SCI,5,22,41,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.28,Pseudomonas syringae,Z-SCI,5,22,42,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.29,,Z-SCI,5,22,43,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46?,
ME(Cv)_A.30,Pseudomonas viridiflava,Z-SCI,5,22,44,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.31,Pseudomonas syringae,Z-SCI,5,22,45,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.32,,Z-SCI,5,22,46,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.33,Pseudomonas viridiflava,Z-SCI,5,22,47,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.34,,Z-SCI,5,22,48,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,,
ME(Cv)_A.35,Pseudomonas syringae,Z-SCI,5,22,49,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 46+55?,
