Sample_ID,Identification,Freezer,Rack,Box,Position,Source,Source_number,Organ/tissue,Site/Population,Lat,Long,Curator,Year,Wild or Lab,Comment,Duplicate
RM_P.86,,Z-SCI,9,41,76,Arabidopsis thaliana,16,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
RM_P.87,,Z-SCI,9,41,77,Arabidopsis thaliana,3,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
RM_P.88,,Z-SCI,9,41,78,Arabidopsis thaliana,3,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
RM_P.89,,Z-SCI,9,41,79,Arabidopsis thaliana,3,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
RM_P.90,,Z-SCI,9,41,80,Arabidopsis thaliana,42,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
RM_P.91,,Z-SCI,9,41,81,Arabidopsis thaliana,45,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
RM_P.92,,Z-SCI,9,41,82,Arabidopsis thaliana,34,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
RM_P.93,,Z-SCI,9,41,83,Arabidopsis thaliana,35,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Luke Barrett,4/14/08,W,,
,empty,Z-SCI,9,41,84,,,,,,,,,,,
,empty,Z-SCI,9,41,85,,,,,,,,,,,
RM29.1a,,Z-SCI,9,41,86,,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Hitoshi Araki,3/27/02,W,,
RM29.1a,,Z-SCI,9,41,87,,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Hitoshi Araki,1/6/11,W,,
RM452a,,Z-SCI,9,41,88,,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",,1/6/11,W,,
RMsp1.a(4),,Z-SCI,9,41,89,chickweed,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp1.a(5),,Z-SCI,9,41,90,chickweed,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,41,91,,,,,,,,,,,
RMsp1.b(4),,Z-SCI,9,41,92,chickweed,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp1.c(3),,Z-SCI,9,41,93,chickweed,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp29.a(5),Pseudomonas viridiflava,Z-SCI,9,41,94,,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp3.a(4),,Z-SCI,9,41,95,purple deadnettle,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp3.a(5),,Z-SCI,9,41,96,purple deadnettle,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp3.b(4),?,Z-SCI,9,41,97,purple deadnettle,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp3.b(5),,Z-SCI,9,41,98,purple deadnettle,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp3.c(4),,Z-SCI,9,41,99,purple deadnettle,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,41,100,,,,,,,,,,,
RMsp6.a(3),,Z-SCI,9,42,1,,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp6.b(3),,Z-SCI,9,42,2,,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
RMsp7.a(3),Pseudomonas viridiflava,Z-SCI,9,42,3,Veronica,,,Route Marker,"41°21'17.41""N","86°44'14.47""W",Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,42,4,,,,,,,,,,,
,empty,Z-SCI,9,42,5,,,,,,,,,,,
,empty,Z-SCI,9,42,6,,,,,,,,,,,
,empty,Z-SCI,9,42,7,,,,,,,,,,,
,empty,Z-SCI,9,42,8,,,,,,,,,,,
,empty,Z-SCI,9,42,9,,,,,,,,,,,
,empty,Z-SCI,9,42,10,,,,,,,,,,,
,empty,Z-SCI,9,42,11,,,,,,,,,,,
,empty,Z-SCI,9,42,12,,,,,,,,,,,
,empty,Z-SCI,9,42,13,,,,,,,,,,,
,empty,Z-SCI,9,42,14,,,,,,,,,,,
,empty,Z-SCI,9,42,15,,,,,,,,,,,
,empty,Z-SCI,9,42,16,,,,,,,,,,,
RMX sp?.a(2),?,Z-SCI,9,42,17,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,42,18,,,,,,,,,,,
RMX sp09.a(2),Pseudomonas syringae,Z-SCI,9,42,19,,,,,,,Megan Dunning,Spring 2003,W,Duplicate Box 51?,
,empty,Z-SCI,9,42,20,,,,,,,,,,,
,empty,Z-SCI,9,42,21,,,,,,,,,,,
RMX sp11.a(4),Pseudomonas syringae,Z-SCI,9,42,22,vetch,,,,,,Megan Dunning,Spring 2003,W,Duplicate Box 51?,
RMX sp11.a(5),Pseudomonas viridiflava,Z-SCI,9,42,23,vetch,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,42,24,,,,,,,,,,,
RMX sp16.a(1),Pseudomonas viridiflava,Z-SCI,9,42,25,Cardamine parviflora,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,42,26,,,,,,,,,,,
RMX sp20.a(1),Pseudomonas viridiflava,Z-SCI,9,42,27,,,,,,,Megan Dunning,Spring 2003,W,,
RMX sp20.a(3),Pseudomonas viridiflava,Z-SCI,9,42,28,,,,,,,Megan Dunning,Spring 2003,W,,
RMX sp20.a(4),,Z-SCI,9,42,29,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,42,30,,,,,,,,,,,
RMX sp20.a(5),Pseudomonas syringae,Z-SCI,9,42,31,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,42,32,,,,,,,,,,,
RMX sp20.a(6),Pseudomonas syringae,Z-SCI,9,42,33,,,,,,,Megan Dunning,Spring 2003,W,Duplicate Box 53?,
,empty,Z-SCI,9,42,34,,,,,,,,,,,
RMX sp20.b(3),Pseudomonas syringae,Z-SCI,9,42,35,,,,,,,Megan Dunning,Spring 2003,W,Duplicate Box 51?,
,empty,Z-SCI,9,42,36,,,,,,,,,,,
RMX sp20.b(4),,Z-SCI,9,42,37,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,9,42,38,,,,,,,,,,,
RMX sp20.b(5),Pseudomonas viridiflava,Z-SCI,9,42,39,,,,,,,Megan Dunning,Spring 2003,W,,
RMX sp24.a(1),Pseudomonas syringae,Z-SCI,9,42,40,,,,,,,Megan Dunning,Spring 2003,W,Duplicate Box 51?,
,empty,Z-SCI,9,42,41,,,,,,,,,,,
RMX sp24.b(1),Pseudomonas syringae,Z-SCI,9,42,42,,,,,,,Megan Dunning,Spring 2003,W,Duplicate Box 51?,
,empty,Z-SCI,9,42,43,,,,,,,,,,,
RMX sp25.a(1),Pseudomonas viridiflava,Z-SCI,9,42,44,,,,,,,Megan Dunning,Spring 2003,W,,
RMX sp25.a(5),Pseudomonas viridiflava,Z-SCI,9,42,45,,,,,,,Megan Dunning,Spring 2003,W,Duplicate Box 51?,
,empty,Z-SCI,9,42,46,,,,,,,,,,,
RMX sp35.a(1),Pseudomonas viridiflava,Z-SCI,9,42,47,,,,,,,Megan Dunning,Spring 2003,W,,
RMX3B,,Z-SCI,9,42,48,,,,,,,Hitoshi Araki,8/16/02,W,,
,empty,Z-SCI,9,42,49,,,,,,,,,,,
RMX3B,,Z-SCI,9,42,50,,,,,,,Hitoshi Araki,3/27/02,W,,
RMX3B,,Z-SCI,9,42,51,,,,,,,Hitoshi Araki,3/27/02,W,,
RMX3B,,Z-SCI,9,42,52,,,,,,,Hitoshi Araki,3/27/02,W,,
,empty,Z-SCI,9,42,53,,,,,,,,,,,
,empty,Z-SCI,9,42,54,,,,,,,,,,,
,empty,Z-SCI,9,42,55,,,,,,,,,,,
,empty,Z-SCI,9,42,56,,,,,,,,,,,
,empty,Z-SCI,9,42,57,,,,,,,,,,,
,empty,Z-SCI,9,42,58,,,,,,,,,,,
,empty,Z-SCI,9,42,59,,,,,,,,,,,
,empty,Z-SCI,9,42,60,,,,,,,,,,,
,empty,Z-SCI,9,42,61,,,,,,,,,,,
,empty,Z-SCI,9,42,62,,,,,,,,,,,
,empty,Z-SCI,9,42,63,,,,,,,,,,,
,empty,Z-SCI,9,42,64,,,,,,,,,,,
,empty,Z-SCI,9,42,65,,,,,,,,,,,
,empty,Z-SCI,9,42,66,,,,,,,,,,,
,empty,Z-SCI,9,42,67,,,,,,,,,,,
,empty,Z-SCI,9,42,68,,,,,,,,,,,
,empty,Z-SCI,9,42,69,,,,,,,,,,,
,empty,Z-SCI,9,42,70,,,,,,,,,,,
,empty,Z-SCI,9,42,71,,,,,,,,,,,
,empty,Z-SCI,9,42,72,,,,,,,,,,,
,empty,Z-SCI,9,42,73,,,,,,,,,,,
,empty,Z-SCI,9,42,74,,,,,,,,,,,
,empty,Z-SCI,9,42,75,,,,,,,,,,,
,empty,Z-SCI,9,42,76,,,,,,,,,,,
,empty,Z-SCI,9,42,77,,,,,,,,,,,
,empty,Z-SCI,9,42,78,,,,,,,,,,,
,empty,Z-SCI,9,42,79,,,,,,,,,,,
RT A.a,,Z-SCI,9,42,80,,,,,,,,Year 2001,W,,
RT B.a,,Z-SCI,9,42,81,,,,,,,,Year 2001,W,,
RT B.b,,Z-SCI,9,42,82,,,,,,,,Year 2001,W,,
RT B.c,,Z-SCI,9,42,83,,,,,,,,Year 2001,W,,
RT C.a,,Z-SCI,9,42,84,,,,,,,,Year 2001,W,,
RT D.a,,Z-SCI,9,42,85,,,,,,,,Year 2001,W,,
RT H.a,,Z-SCI,9,42,86,,,,,,,,Year 2001,W,,
RT H.b,,Z-SCI,9,42,87,,,,,,,,Year 2001,W,,
RT I.a,,Z-SCI,9,42,88,,,,,,,,Year 2001,W,,
RT J.a,,Z-SCI,9,42,89,,,,,,,,Year 2001,W,,
SP 01.1a,Pseudomonas viridiflava,Z-SCI,9,42,90,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 01.1c,Pseudomonas viridiflava,Z-SCI,9,42,91,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 01.3a,Pseudomonas viridiflava,Z-SCI,9,42,92,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 01.3c,Pseudomonas viridiflava,Z-SCI,9,42,93,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 01.4a,Pseudomonas viridiflava,Z-SCI,9,42,94,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 01.4b,Pseudomonas viridiflava,Z-SCI,9,42,95,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 01.4c,Pseudomonas viridiflava,Z-SCI,9,42,96,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 02.1a,Pseudomonas viridiflava,Z-SCI,9,42,97,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 02.1b,Pseudomonas viridiflava,Z-SCI,9,42,98,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 02.2a,Pseudomonas viridiflava,Z-SCI,9,42,99,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 02.2c,Pseudomonas viridiflava,Z-SCI,9,42,100,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 02.3a,Pseudomonas viridiflava,Z-SCI,9,43,1,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 02.4a,Pseudomonas viridiflava,Z-SCI,9,43,2,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 03.1a,Pseudomonas viridiflava,Z-SCI,9,43,3,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 03.1b,Pseudomonas viridiflava,Z-SCI,9,43,4,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 03.2a,Pseudomonas viridiflava,Z-SCI,9,43,5,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 03.2c,Pseudomonas viridiflava,Z-SCI,9,43,6,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 03.3a,Pseudomonas viridiflava,Z-SCI,9,43,7,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 03.3c,Pseudomonas viridiflava,Z-SCI,9,43,8,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 03.4a,Pseudomonas viridiflava,Z-SCI,9,43,9,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 04.1a,Pseudomonas viridiflava,Z-SCI,9,43,10,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 04.2b,Pseudomonas viridiflava,Z-SCI,9,43,11,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 04.4a,Pseudomonas viridiflava,Z-SCI,9,43,12,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 05.3a,Pseudomonas viridiflava,Z-SCI,9,43,13,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 05.3b,Pseudomonas viridiflava,Z-SCI,9,43,14,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 05.3c,Pseudomonas viridiflava,Z-SCI,9,43,15,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 06.1a,Pseudomonas viridiflava,Z-SCI,9,43,16,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
SP 06.2a,Pseudomonas viridiflava,Z-SCI,9,43,17,Arabidopsis thaliana,,,"Sillwood Park, England",,,,3/1/02,W,,
