Sample_ID,Identification,Freezer,Rack,Box,Position,Source,Source_number,Organ/tissue,Site/Population,Lat,Long,Curator,Year,Wild or Lab,Comment,Duplicate
ME(Cv)_P.001,Pseudomonas syringae,Z-SCI,10,47,1,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.003,Pseudomonas sp (fluorescens like),Z-SCI,10,47,2,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.005,Pseudomonas syringae,Z-SCI,10,47,3,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.012,Pseudomonas sp (fluorescens like),Z-SCI,10,47,4,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.014,Pseudomonas sp (fluorescens like),Z-SCI,10,47,5,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.015,Pseudomonas sp (chloraphis),Z-SCI,10,47,6,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.016,Pseudomonas sp (fluorescens like),Z-SCI,10,47,7,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.022,Pseudomonas syringae,Z-SCI,10,47,8,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.026,Pseudomonas syringae,Z-SCI,10,47,9,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.030,Pseudomonas syringae,Z-SCI,10,47,10,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.032,Pseudomonas syringae,Z-SCI,10,47,11,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.042,Pseudomonas syringae,Z-SCI,10,47,12,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.048,Pseudomonas syringae,Z-SCI,10,47,13,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.053,Pseudomonas sp (chloraphis),Z-SCI,10,47,14,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.056,Pseudomonas syringae,Z-SCI,10,47,15,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.057,Pseudomonas sp (fluorescens like),Z-SCI,10,47,16,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.058,Pseudomonas sp (fluorescens like),Z-SCI,10,47,17,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.063,Pseudomonas syringae,Z-SCI,10,47,18,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.069,Pseudomonas syringae,Z-SCI,10,47,19,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 23?,
ME(Cv)_P.074,Pseudomonas sp (fluorescens like),Z-SCI,10,47,20,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Cv)_P.077,Pseudomonas sp (fluorescens like),Z-SCI,10,47,21,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Cv)_P.082,Pseudomonas syringae,Z-SCI,10,47,22,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Cv)_P.084,Pseudomonas syringae,Z-SCI,10,47,23,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Cv)_P.087,Pseudomonas sp (fluorescens like),Z-SCI,10,47,24,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Cv)_P.093,Pseudomonas sp (chloraphis),Z-SCI,10,47,25,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Cv)_P.102,Pseudomonas syringae,Z-SCI,10,47,26,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Cv)_P.108,Pseudomonas syringae,Z-SCI,10,47,27,Cerastium vulgatum,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,5/7/08,W,Duplicate Box 24?,
ME(Dv)_A.02,Pseudomonas sp (fluorescens like),Z-SCI,10,47,28,Draba verna,2,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.03,Pseudomonas sp (fluorescens like),Z-SCI,10,47,29,Draba verna,3,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.18,Pseudomonas sp (fluorescens like),Z-SCI,10,47,30,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.20,Pseudomonas sp (fluorescens like),Z-SCI,10,47,31,Draba verna,16,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.22,Pseudomonas sp (chloraphis),Z-SCI,10,47,32,Draba verna,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.27,Pseudomonas sp (chloraphis),Z-SCI,10,47,33,Draba verna,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.31,Pseudomonas sp (fluorescens like),Z-SCI,10,47,34,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.49,Pseudomonas sp (fluorescens like),Z-SCI,10,47,35,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.51,Pseudomonas sp (fluorescens like),Z-SCI,10,47,36,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.52,Pseudomonas sp (fluorescens like),Z-SCI,10,47,37,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_A.56,Pseudomonas sp (fluorescens like),Z-SCI,10,47,38,Draba verna,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 24?,
ME(Dv)_B.05,Pseudomonas syringae,Z-SCI,10,47,39,Draba verna,3,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_P.001,Pseudomonas sp (fluorescens like),Z-SCI,10,47,40,Draba verna,1,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_P.002,Pseudomonas sp (fluorescens like),Z-SCI,10,47,41,Draba verna,1,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_P.009,Pseudomonas sp (fluorescens like),Z-SCI,10,47,42,Draba verna,1,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_P.010,Pseudomonas sp (fluorescens like),Z-SCI,10,47,43,Draba verna,2,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_P.018,Pseudomonas sp (fluorescens like),Z-SCI,10,47,44,Draba verna,6,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.021,Pseudomonas sp (chloraphis),Z-SCI,10,47,45,Draba verna,7,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.024,Pseudomonas sp (fluorescens like),Z-SCI,10,47,46,Draba verna,8,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.027,Pseudomonas sp (fluorescens like),Z-SCI,10,47,47,Draba verna,9,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.028,Pseudomonas sp (fluorescens like),Z-SCI,10,47,48,Draba verna,9,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.029,Pseudomonas sp (fluorescens like),Z-SCI,10,47,49,Draba verna,10,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.030,Pseudomonas sp (fluorescens like),Z-SCI,10,47,50,Draba verna,10,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.035,Pseudomonas sp (fluorescens like),Z-SCI,10,47,51,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.037,Pseudomonas sp (fluorescens like),Z-SCI,10,47,52,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.038,Pseudomonas sp (fluorescens like),Z-SCI,10,47,53,Draba verna,14,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.042,Pseudomonas syringae,Z-SCI,10,47,54,Draba verna,16,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.044,Pseudomonas sp (chloraphis),Z-SCI,10,47,55,Draba verna,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.046,Pseudomonas sp (fluorescens like),Z-SCI,10,47,56,Draba verna,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.050,Pseudomonas sp (fluorescens like),Z-SCI,10,47,57,Draba verna,20,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.052,Pseudomonas sp (fluorescens like),Z-SCI,10,47,58,Draba verna,21,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.056,Pseudomonas sp (chloraphis),Z-SCI,10,47,59,Draba verna,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.058,Pseudomonas syringae,Z-SCI,10,47,60,Draba verna,22,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.063,Pseudomonas sp (fluorescens like),Z-SCI,10,47,61,Draba verna,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.066,Pseudomonas sp (chloraphis),Z-SCI,10,47,62,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.067,Pseudomonas sp (fluorescens like),Z-SCI,10,47,63,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.082,Pseudomonas sp (chloraphis),Z-SCI,10,47,64,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.083,Pseudomonas sp (fluorescens like),Z-SCI,10,47,65,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.092,Pseudomonas sp (fluorescens like),Z-SCI,10,47,66,Draba verna,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.097,Pseudomonas sp (chloraphis),Z-SCI,10,47,67,Draba verna,35,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.101,Pseudomonas sp (fluorescens like),Z-SCI,10,47,68,Draba verna,35,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.112,Pseudomonas sp (fluorescens like),Z-SCI,10,47,69,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.114,Pseudomonas sp (fluorescens like),Z-SCI,10,47,70,Draba verna,40,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.115,Pseudomonas sp (chloraphis),Z-SCI,10,47,71,Draba verna,40,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 26?,
ME(Dv)_P.119,Pseudomonas sp (fluorescens like),Z-SCI,10,47,72,Draba verna,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.123,Pseudomonas sp (fluorescens like),Z-SCI,10,47,73,Draba verna,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.126,Pseudomonas sp (chloraphis),Z-SCI,10,47,74,Draba verna,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.130,Pseudomonas sp (fluorescens like),Z-SCI,10,47,75,Draba verna,43,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.132,Pseudomonas sp (fluorescens like),Z-SCI,10,47,76,Draba verna,44,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.135,Pseudomonas sp (fluorescens like),Z-SCI,10,47,77,Draba verna,45,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.137,Pseudomonas sp (fluorescens like),Z-SCI,10,47,78,Draba verna,45,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.138,Pseudomonas sp (fluorescens like),Z-SCI,10,47,79,Draba verna,45,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.141,Pseudomonas sp (fluorescens like),Z-SCI,10,47,80,Draba verna,46,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.142,Pseudomonas sp (fluorescens like),Z-SCI,10,47,81,Draba verna,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.143,Pseudomonas sp (chloraphis),Z-SCI,10,47,82,Draba verna,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
ME(Dv)_P.145,Pseudomonas sp (fluorescens like),Z-SCI,10,47,83,Draba verna,47,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 27?,
MEJ088,Curtobacterium flaccumfaciens,Z-SCI,10,47,84,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
MEJ107,Curtobacterium flaccumfaciens,Z-SCI,10,47,85,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
MEJ039,Pseudomonas viridiflava,Z-SCI,10,47,86,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ043,Pseudomonas syringae,Z-SCI,10,47,87,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ058,Bacillus cereus,Z-SCI,10,47,88,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ068,Bacillus cereus,Z-SCI,10,47,89,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ069,Agrobacterium tumefaciens,Z-SCI,10,47,90,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ070,Pseudomonas syringae,Z-SCI,10,47,91,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ071,Pseudomonas syringae,Z-SCI,10,47,92,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ073,Pseudomonas viridiflava,Z-SCI,10,47,93,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ075,Agrobacterium tumefaciens,Z-SCI,10,47,94,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 29?,
MEJ076,Agrobacterium tumefaciens,Z-SCI,10,47,95,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
MEJ082,Agrobacterium tumefaciens,Z-SCI,10,47,96,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
MEJ084,Xanthomonas campestris,Z-SCI,10,47,97,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
MEJ085,Pseudomonas viridiflava,Z-SCI,10,47,98,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
MEJ086,Pseudomonas flavescens,Z-SCI,10,47,99,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
MEJ087,Pseudomonas flavescens,Z-SCI,10,47,100,Arabidopsis thaliana,,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Joel Kniskern,2004,W,Duplicate Box 30?,
ME_A.14,Pseudomonas sp (fluorescens like),Z-SCI,10,48,1,Arabidopsis thaliana,11,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 19?,
ME_A.25,Pseudomonas sp (stutzeri),Z-SCI,10,48,2,Arabidopsis thaliana,17,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 19?,
ME(Dv)_B.04,Pseudomonas fluorescens,Z-SCI,10,48,3,Draba verna,2,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.10,Pseudomonas fluorescens,Z-SCI,10,48,4,Draba verna,8,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME_A.44,Pseudomonas fluorescens,Z-SCI,10,48,5,Arabidopsis thaliana,32,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 19?,
ME_A.40,,Z-SCI,10,48,6,Arabidopsis thaliana,27,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 19?,
ME_A.46,,Z-SCI,10,48,7,Arabidopsis thaliana,33,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 19?,
ME(Dv)_B.07,Pseudomonas sp (fluorescens like),Z-SCI,10,48,8,Draba verna,4,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.14,Pseudomonas sp (fluorescens like),Z-SCI,10,48,9,Draba verna,10,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.16,Pseudomonas fluorescens,Z-SCI,10,48,10,Draba verna,21,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.21,Pseudomonas fluorescens,Z-SCI,10,48,11,Draba verna,13,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.26,Pseudomonas sp (fluorescens like),Z-SCI,10,48,12,Draba verna,16,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.34,Pseudomonas fluorescens,Z-SCI,10,48,13,Draba verna,24,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.37,Pseudomonas sp (fluorescens like),Z-SCI,10,48,14,Draba verna,25,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.46,Pseudomonas sp (fluorescens like),Z-SCI,10,48,15,Draba verna,31,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.59,Pseudomonas sp (fluorescens like),Z-SCI,10,48,16,Draba verna,39,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.60,Pseudomonas fluorescens,Z-SCI,10,48,17,Draba verna,40,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.62,Pseudomonas sp (fluorescens like),Z-SCI,10,48,18,Draba verna,41,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.65,Pseudomonas sp (fluorescens like),Z-SCI,10,48,19,Draba verna,42,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.66,Pseudomonas fluorescens,Z-SCI,10,48,20,Draba verna,43,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.69,Pseudomonas fluorescens,Z-SCI,10,48,21,Draba verna,46,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
ME(Dv)_B.75,Pseudomonas fluorescens,Z-SCI,10,48,22,Draba verna,49,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 25?,
NL_P.023,Pseudomonas sp (fluorescens like),Z-SCI,10,48,23,Arabidopsis thaliana,5,,North Liberty,"41°32'24.88""N","86°25'32.86""W",Luke Barrett,4/29/08,W,Duplicate Box 32?,
NL_P.025,Pseudomonas sp (fluorescens like),Z-SCI,10,48,24,Arabidopsis thaliana,6,,North Liberty,"41°32'24.88""N","86°25'32.86""W",Luke Barrett,4/29/08,W,Duplicate Box 32?,
ME_P.003,Pseudomonas sp (fluorescens like),Z-SCI,10,48,25,Arabidopsis thaliana,2,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 20?,
ME_P.028,Pseudomonas sp (fluorescens like),Z-SCI,10,48,26,Arabidopsis thaliana,11,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 20?,
ME_P.135,Pseudomonas fluorescens,Z-SCI,10,48,27,Arabidopsis thaliana,45,,Michigan Extension,"42°5'33.72""N","86°21'22.76""W",Luke Barrett,4/22/08,W,Duplicate Box 21?,
NL_B.43,Pseudomonas fluorescens,Z-SCI,10,48,28,Arabidopsis thaliana,25,,North Liberty,"41°32'24.88""N","86°25'32.86""W",Luke Barrett,4/29/08,W,Duplicate Box 31?,
NL_B.46,Pseudomonas fluorescens,Z-SCI,10,48,29,Arabidopsis thaliana,26,,North Liberty,"41°32'24.88""N","86°25'32.86""W",Luke Barrett,4/29/08,W,Duplicate Box 31?,
NL_B.56,Pseudomonas fluorescens,Z-SCI,10,48,30,Arabidopsis thaliana,31,,North Liberty,"41°32'24.88""N","86°25'32.86""W",Luke Barrett,4/29/08,W,Duplicate Box 31?,
