Sample_ID,Identification,Freezer,Rack,Box,Position,Source,Source_number,Organ/tissue,Site/Population,Lat,Long,Curator,Year,Wild or Lab,Comment,Duplicate
lyk4-40_rhizo_TYG_6.14_90,Microbacterium sp.,Z-SCI,17,83,90,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,83,91,,,,,,,,,,,
,empty,Z-SCI,17,83,92,,,,,,,,,,,
lyk4-40_rhizo_TYG_6.14_93,Microbacterium sp.,Z-SCI,17,83,93,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,83,94,,,,,,,,,,,
lyk4-40_rhizo_TYG_6.14_95,,Z-SCI,17,83,95,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_96,Microbacterium sp.,Z-SCI,17,83,96,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,83,97,,,,,,,,,,,
lyk4-40_rhizo_TYG_6.14_98,,Z-SCI,17,83,98,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_99,Aeromicrobium sp.,Z-SCI,17,83,99,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_100,Aeromicrobium sp.,Z-SCI,17,83,100,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_101,,Z-SCI,17,84,1,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_102,Variovorax sp.,Z-SCI,17,84,2,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_103,Variovorax sp.,Z-SCI,17,84,3,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_104,Acidovorax sp.,Z-SCI,17,84,4,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_105,Microbacterium sp.,Z-SCI,17,84,5,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,84,6,,,,,,,,,,,
,empty,Z-SCI,17,84,7,,,,,,,,,,,
,empty,Z-SCI,17,84,8,,,,,,,,,,,
lyk4-40_rhizo_TYG_6.14_109,,Z-SCI,17,84,9,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_110,Rathayibacter sp.,Z-SCI,17,84,10,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_111,,Z-SCI,17,84,11,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_112,Burkholderia sp.,Z-SCI,17,84,12,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_113,Microbacterium sp.,Z-SCI,17,84,13,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_114,,Z-SCI,17,84,14,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_115,Microbacterium sp.,Z-SCI,17,84,15,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_116,Microbacterium sp.,Z-SCI,17,84,16,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_117,Microbacterium sp.,Z-SCI,17,84,17,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_118,,Z-SCI,17,84,18,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
lyk4-40_rhizo_TYG_6.14_119,Microbacterium sp.,Z-SCI,17,84,19,Arabidopsis_thaliana,lyk4-40,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,84,20,,,,,,,,,,,
,empty,Z-SCI,17,84,21,,,,,,,,,,,
,empty,Z-SCI,17,84,22,,,,,,,,,,,
,empty,Z-SCI,17,84,23,,,,,,,,,,,
,empty,Z-SCI,17,84,24,,,,,,,,,,,
,empty,Z-SCI,17,84,25,,,,,,,,,,,
,empty,Z-SCI,17,84,26,,,,,,,,,,,
,empty,Z-SCI,17,84,27,,,,,,,,,,,
,empty,Z-SCI,17,84,28,,,,,,,,,,,
,empty,Z-SCI,17,84,29,,,,,,,,,,,
,empty,Z-SCI,17,84,30,,,,,,,,,,,
,empty,Z-SCI,17,84,31,,,,,,,,,,,
,empty,Z-SCI,17,84,32,,,,,,,,,,,
,empty,Z-SCI,17,84,33,,,,,,,,,,,
,empty,Z-SCI,17,84,34,,,,,,,,,,,
,empty,Z-SCI,17,84,35,,,,,,,,,,,
,empty,Z-SCI,17,84,36,,,,,,,,,,,
,empty,Z-SCI,17,84,37,,,,,,,,,,,
,empty,Z-SCI,17,84,38,,,,,,,,,,,
,empty,Z-SCI,17,84,39,,,,,,,,,,,
,empty,Z-SCI,17,84,40,,,,,,,,,,,
,empty,Z-SCI,17,84,41,,,,,,,,,,,
,empty,Z-SCI,17,84,42,,,,,,,,,,,
,empty,Z-SCI,17,84,43,,,,,,,,,,,
,empty,Z-SCI,17,84,44,,,,,,,,,,,
,empty,Z-SCI,17,84,45,,,,,,,,,,,
,empty,Z-SCI,17,84,46,,,,,,,,,,,
,empty,Z-SCI,17,84,47,,,,,,,,,,,
,empty,Z-SCI,17,84,48,,,,,,,,,,,
,empty,Z-SCI,17,84,49,,,,,,,,,,,
,empty,Z-SCI,17,84,50,,,,,,,,,,,
,empty,Z-SCI,17,84,51,,,,,,,,,,,
,empty,Z-SCI,17,84,52,,,,,,,,,,,
,empty,Z-SCI,17,84,53,,,,,,,,,,,
,empty,Z-SCI,17,84,54,,,,,,,,,,,
,empty,Z-SCI,17,84,55,,,,,,,,,,,
,empty,Z-SCI,17,84,56,,,,,,,,,,,
,empty,Z-SCI,17,84,57,,,,,,,,,,,
,empty,Z-SCI,17,84,58,,,,,,,,,,,
,empty,Z-SCI,17,84,59,,,,,,,,,,,
,empty,Z-SCI,17,84,60,,,,,,,,,,,
,empty,Z-SCI,17,84,61,,,,,,,,,,,
,empty,Z-SCI,17,84,62,,,,,,,,,,,
,empty,Z-SCI,17,84,63,,,,,,,,,,,
,empty,Z-SCI,17,84,64,,,,,,,,,,,
,empty,Z-SCI,17,84,65,,,,,,,,,,,
,empty,Z-SCI,17,84,66,,,,,,,,,,,
,empty,Z-SCI,17,84,67,,,,,,,,,,,
,empty,Z-SCI,17,84,68,,,,,,,,,,,
,empty,Z-SCI,17,84,69,,,,,,,,,,,
,empty,Z-SCI,17,84,70,,,,,,,,,,,
,empty,Z-SCI,17,84,71,,,,,,,,,,,
,empty,Z-SCI,17,84,72,,,,,,,,,,,
,empty,Z-SCI,17,84,73,,,,,,,,,,,
,empty,Z-SCI,17,84,74,,,,,,,,,,,
,empty,Z-SCI,17,84,75,,,,,,,,,,,
,empty,Z-SCI,17,84,76,,,,,,,,,,,
,empty,Z-SCI,17,84,77,,,,,,,,,,,
,empty,Z-SCI,17,84,78,,,,,,,,,,,
,empty,Z-SCI,17,84,79,,,,,,,,,,,
,empty,Z-SCI,17,84,80,,,,,,,,,,,
,empty,Z-SCI,17,84,81,,,,,,,,,,,
,empty,Z-SCI,17,84,82,,,,,,,,,,,
,empty,Z-SCI,17,84,83,,,,,,,,,,,
,empty,Z-SCI,17,84,84,,,,,,,,,,,
,empty,Z-SCI,17,84,85,,,,,,,,,,,
,empty,Z-SCI,17,84,86,,,,,,,,,,,
,empty,Z-SCI,17,84,87,,,,,,,,,,,
,empty,Z-SCI,17,84,88,,,,,,,,,,,
,empty,Z-SCI,17,84,89,,,,,,,,,,,
,empty,Z-SCI,17,84,90,,,,,,,,,,,
,empty,Z-SCI,17,84,91,,,,,,,,,,,
,empty,Z-SCI,17,84,92,,,,,,,,,,,
,empty,Z-SCI,17,84,93,,,,,,,,,,,
,empty,Z-SCI,17,84,94,,,,,,,,,,,
,empty,Z-SCI,17,84,95,,,,,,,,,,,
,empty,Z-SCI,17,84,96,,,,,,,,,,,
,empty,Z-SCI,17,84,97,,,,,,,,,,,
,empty,Z-SCI,17,84,98,,,,,,,,,,,
,empty,Z-SCI,17,84,99,,,,,,,,,,,
,empty,Z-SCI,17,84,100,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_1,Bacillus sp.,Z-SCI,17,85,1,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_2,Bacillus sp.,Z-SCI,17,85,2,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_3,Bacillus sp.,Z-SCI,17,85,3,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_4,Bacillus sp.,Z-SCI,17,85,4,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_5,Bacillus sp.,Z-SCI,17,85,5,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_6,Bacillus sp.,Z-SCI,17,85,6,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_7,Bacillus sp.,Z-SCI,17,85,7,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_8,Bacillus sp.,Z-SCI,17,85,8,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_9,,Z-SCI,17,85,9,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_10,Bacillus sp.,Z-SCI,17,85,10,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,85,11,,,,,,,,,,,
,empty,Z-SCI,17,85,12,,,,,,,,,,,
,empty,Z-SCI,17,85,13,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_14,Bacillus sp.,Z-SCI,17,85,14,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_15,Bacillus sp.,Z-SCI,17,85,15,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,85,16,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_17,Bacillus sp.,Z-SCI,17,85,17,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_18,Bacillus sp.,Z-SCI,17,85,18,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_19,Bacillus sp.,Z-SCI,17,85,19,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,85,20,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_21,Bacillus sp.,Z-SCI,17,85,21,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_22,Bacillus sp.,Z-SCI,17,85,22,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_23,Bacillus sp.,Z-SCI,17,85,23,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_24,Bacillus sp.,Z-SCI,17,85,24,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,85,25,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_26,,Z-SCI,17,85,26,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_27,,Z-SCI,17,85,27,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,85,28,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_29,,Z-SCI,17,85,29,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_30,Bacillus sp.,Z-SCI,17,85,30,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_31,Bacillus sp.,Z-SCI,17,85,31,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_32,Bacillus sp.,Z-SCI,17,85,32,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_33,Bacillus sp.,Z-SCI,17,85,33,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_34,Bacillus sp.,Z-SCI,17,85,34,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_35,,Z-SCI,17,85,35,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_36,Bacillus sp.,Z-SCI,17,85,36,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_37,Bacillus sp.,Z-SCI,17,85,37,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_38,Bacillus sp.,Z-SCI,17,85,38,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_39,Bacillus sp.,Z-SCI,17,85,39,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,85,40,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_41,Bacillus sp.,Z-SCI,17,85,41,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_42,Bacillus sp.,Z-SCI,17,85,42,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
,empty,Z-SCI,17,85,43,,,,,,,,,,,
,empty,Z-SCI,17,85,44,,,,,,,,,,,
,empty,Z-SCI,17,85,45,,,,,,,,,,,
fls2-241_rhizo_R2A_6.25_46,Bacillus sp.,Z-SCI,17,85,46,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_47,Bacillus sp.,Z-SCI,17,85,47,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_48,Bacillus sp.,Z-SCI,17,85,48,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_49,Bacillus sp.,Z-SCI,17,85,49,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_50,,Z-SCI,17,85,50,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_51,Bacillus sp.,Z-SCI,17,85,51,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_52,Bacillus sp.,Z-SCI,17,85,52,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_53,Bacillus sp.,Z-SCI,17,85,53,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_54,Bacillus sp.,Z-SCI,17,85,54,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
fls2-241_rhizo_R2A_6.25_55,Bacillus sp.,Z-SCI,17,85,55,Arabidopsis_thaliana,fls2-241,rhizosphere,Warren-Woods,41.837155,-86.631,Caroline Oldstone-Jackson,2018-05-01,W,"On the tube, we can find the following information: individual plant name/plant tissue source/solid media type isolated on/liquid media type liquid culture/date/isolate number",
