Sample_ID,Identification,Freezer,Rack,Box,Position,Source,Source_number,Organ/tissue,Site/Population,Lat,Long,Curator,Year,Wild or Lab,Duplicate,Description
KNO 3.4B1,,Z-SCI,2,9,44,,,,,41.27322,-86.62533,Hitoshi Araki,8/16/02,W,,
KNOX 843.1a,,Z-SCI,2,9,45,,,,,41.27322,-86.62533,Erica Goss,2003,W,Duplicate Box 52?,
KNOX 843.1b,,Z-SCI,2,9,46,,,,,41.27322,-86.62533,Erica Goss,Year 2003,W,,
KNOX 843.1c,,Z-SCI,2,9,47,,,,,41.27322,-86.62533,Erica Goss,Year 2003,W,,
KNOX 843.1d,,Z-SCI,2,9,48,,,,,41.27322,-86.62533,Erica Goss,Year 2003,W,,
KNOX 843.1e,,Z-SCI,2,9,49,,,,,41.27322,-86.62533,Erica Goss,Year 2003,W,,
KNOX 843.1f,,Z-SCI,2,9,50,,,,,41.27322,-86.62533,Erica Goss,Year 2003,W,,
,empty,Z-SCI,2,9,51,,,,,,,,,,,
,empty,Z-SCI,2,9,52,,,,,,,,,,,
,empty,Z-SCI,2,9,53,,,,,,,,,,,
,empty,Z-SCI,2,9,54,,,,,,,,,,,
,empty,Z-SCI,2,9,55,,,,,,,,,,,
,empty,Z-SCI,2,9,56,,,,,,,,,,,
,empty,Z-SCI,2,9,57,,,,,,,,,,,
,empty,Z-SCI,2,9,58,,,,,,,,,,,
,empty,Z-SCI,2,9,59,,,,,,,,,,,
,empty,Z-SCI,2,9,60,,,,,,,,,,,
,empty,Z-SCI,2,9,61,,,,,,,,,,,
,empty,Z-SCI,2,9,62,,,,,,,,,,,
,empty,Z-SCI,2,9,63,,,,,,,,,,,
,empty,Z-SCI,2,9,64,,,,,,,,,,,
KNOX 922b,Pseudomonas syringeae,Z-SCI,2,9,65,,,,,41.27322,-86.62533,Erica Goss,Year 2003,W,Duplicate Box 52?,
,empty,Z-SCI,2,9,66,,,,,,,,,,,
,empty,Z-SCI,2,9,67,,,,,,,,,,,
,empty,Z-SCI,2,9,68,,,,,,,,,,,
,empty,Z-SCI,2,9,69,,,,,,,,,,,
,empty,Z-SCI,2,9,70,,,,,,,,,,,
,empty,Z-SCI,2,9,71,,,,,,,,,,,
,empty,Z-SCI,2,9,72,,,,,,,,,,,
KNOX sp02.a(1),Pseudomonas syringeae,Z-SCI,2,9,73,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,74,,,,,,,,,,,
KNOX sp02.a(3),Pseudomonas syringeae,Z-SCI,2,9,75,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,76,,,,,,,,,,,
KNOX sp02.a(4),Pseudomonas syringeae,Z-SCI,2,9,77,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,78,,,,,,,,,,,
KNOX sp02.b(4),,Z-SCI,2,9,79,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,80,,,,,,,,,,,
KNOX sp02.b(5),Pseudomonas syringeae,Z-SCI,2,9,81,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,82,,,,,,,,,,,
KNOX sp02.c(4),,Z-SCI,2,9,83,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,84,,,,,,,,,,,
KNOX sp05.a(1),,Z-SCI,2,9,85,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,86,,,,,,,,,,,
KNOX sp07.a(4),,Z-SCI,2,9,87,,,,,,,Megan Dunning,Spring 2003,W,,
KNOX sp07.b(4),,Z-SCI,2,9,88,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,89,,,,,,,,,,,
,empty,Z-SCI,2,9,90,,,,,,,,,,,
KNOX sp11.a(3),,Z-SCI,2,9,91,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,92,,,,,,,,,,,
KNOX sp11.a(4),Pseudomonas syringeae,Z-SCI,2,9,93,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,94,,,,,,,,,,,
KNOX sp13.a(5),Pseudomonas syringeae,Z-SCI,2,9,95,,,,,,,Megan Dunning,Spring 2003,W,,
,empty,Z-SCI,2,9,96,,,,,,,,,,,
KY 1.1a,,Z-SCI,2,9,97,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 1.1b,,Z-SCI,2,9,98,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 1.1c,,Z-SCI,2,9,99,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 1.1d,Pseudomonas viridiflava,Z-SCI,2,9,100,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 2.1a,Pseudomonas viridiflava,Z-SCI,2,10,1,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 2.1b,Pseudomonas viridiflava,Z-SCI,2,10,2,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 2.1c,Pseudomonas viridiflava,Z-SCI,2,10,3,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 2.1d,Pseudomonas viridiflava,Z-SCI,2,10,4,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 2.1e,Pseudomonas viridiflava,Z-SCI,2,10,5,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 3.1a,Pseudomonas viridiflava,Z-SCI,2,10,6,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 3.1b,Pseudomonas viridiflava,Z-SCI,2,10,7,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 3.1c,Pseudomonas viridiflava,Z-SCI,2,10,8,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 4.1a,Pseudomonas viridiflava,Z-SCI,2,10,9,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 4.1b,Pseudomonas viridiflava,Z-SCI,2,10,10,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 4.1c,Pseudomonas viridiflava,Z-SCI,2,10,11,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 5.1a,Pseudomonas viridiflava,Z-SCI,2,10,12,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 5.1b,Pseudomonas viridiflava,Z-SCI,2,10,13,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 5.1c,Pseudomonas viridiflava,Z-SCI,2,10,14,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 6.1a,Pseudomonas viridiflava,Z-SCI,2,10,15,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 6.1b,Pseudomonas viridiflava,Z-SCI,2,10,16,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 7.1a,Pseudomonas viridiflava,Z-SCI,2,10,17,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 7.1b,Pseudomonas viridiflava,Z-SCI,2,10,18,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 7.1c,Pseudomonas viridiflava,Z-SCI,2,10,19,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 7.1d,Pseudomonas viridiflava,Z-SCI,2,10,20,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 8.1a,Pseudomonas viridiflava,Z-SCI,2,10,21,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 8.1b,Pseudomonas viridiflava,Z-SCI,2,10,22,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 8.1c,Pseudomonas viridiflava,Z-SCI,2,10,23,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 8.1d,Pseudomonas viridiflava,Z-SCI,2,10,24,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 9.1a,Pseudomonas viridiflava,Z-SCI,2,10,25,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 9.1b,Pseudomonas viridiflava,Z-SCI,2,10,26,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 9.1c,Pseudomonas viridiflava,Z-SCI,2,10,27,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 9.1d,Pseudomonas viridiflava,Z-SCI,2,10,28,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 10.1a,Pseudomonas viridiflava,Z-SCI,2,10,29,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 10.1b,Pseudomonas viridiflava,Z-SCI,2,10,30,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 10.1c,Pseudomonas viridiflava,Z-SCI,2,10,31,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 10.1d,Pseudomonas viridiflava,Z-SCI,2,10,32,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 11.1a,Pseudomonas viridiflava,Z-SCI,2,10,33,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 11.1b,Pseudomonas viridiflava,Z-SCI,2,10,34,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 11.1c,Pseudomonas viridiflava,Z-SCI,2,10,35,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 11.1d,Pseudomonas viridiflava,Z-SCI,2,10,36,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 12.1a,Pseudomonas viridiflava,Z-SCI,2,10,37,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 12.1b,Pseudomonas viridiflava,Z-SCI,2,10,38,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 12.1c,Pseudomonas viridiflava,Z-SCI,2,10,39,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 12.1d,Pseudomonas viridiflava,Z-SCI,2,10,40,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 13.1a,Pseudomonas viridiflava,Z-SCI,2,10,41,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 13.1b,Pseudomonas viridiflava,Z-SCI,2,10,42,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 13.1c,Pseudomonas viridiflava,Z-SCI,2,10,43,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 13.1d,Pseudomonas viridiflava,Z-SCI,2,10,44,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
KY 13.1e,Pseudomonas viridiflava,Z-SCI,2,10,45,Arabidopsis thaliana,,,Kyoto Japan,,,,5/24/02,W,,
LMC_A.01,,Z-SCI,2,10,46,Arabidopsis thaliana,2,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.02,Pseudomonas viridiflava,Z-SCI,2,10,47,Arabidopsis thaliana,2,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.03,Pseudomonas viridiflava,Z-SCI,2,10,48,Arabidopsis thaliana,3,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.04,Pseudomonas sp.,Z-SCI,2,10,49,Arabidopsis thaliana,3,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.05,Xanthomonas campestris,Z-SCI,2,10,50,Arabidopsis thaliana,4,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,Do not look like Xanthomonas
LMC_A.06,,Z-SCI,2,10,51,Arabidopsis thaliana,4,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.07,Pseudomonas viridiflava,Z-SCI,2,10,52,Arabidopsis thaliana,4,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.08,Xanthomonas campestris,Z-SCI,2,10,53,Arabidopsis thaliana,5,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,Duplicate Box 49?,Do not look like Xanthomonas
LMC_A.09,,Z-SCI,2,10,54,Arabidopsis thaliana,6,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.10,,Z-SCI,2,10,55,Arabidopsis thaliana,6,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.11,,Z-SCI,2,10,56,Arabidopsis thaliana,6,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.12,,Z-SCI,2,10,57,Arabidopsis thaliana,6,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.13,,Z-SCI,2,10,58,Arabidopsis thaliana,7,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.14,,Z-SCI,2,10,59,Arabidopsis thaliana,7,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.15,,Z-SCI,2,10,60,Arabidopsis thaliana,8,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.16,,Z-SCI,2,10,61,Arabidopsis thaliana,9,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.17,,Z-SCI,2,10,62,Arabidopsis thaliana,10,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.18,,Z-SCI,2,10,63,Arabidopsis thaliana,10,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.19,,Z-SCI,2,10,64,Arabidopsis thaliana,11,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.20,,Z-SCI,2,10,65,Arabidopsis thaliana,11,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.21,,Z-SCI,2,10,66,Arabidopsis thaliana,13,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.22,,Z-SCI,2,10,67,Arabidopsis thaliana,13,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.23,,Z-SCI,2,10,68,Arabidopsis thaliana,13,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.24,,Z-SCI,2,10,69,Arabidopsis thaliana,14,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.25,,Z-SCI,2,10,70,Arabidopsis thaliana,15,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.26,,Z-SCI,2,10,71,Arabidopsis thaliana,15,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.27,,Z-SCI,2,10,72,Arabidopsis thaliana,16,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.28,,Z-SCI,2,10,73,Arabidopsis thaliana,16,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.29,,Z-SCI,2,10,74,Arabidopsis thaliana,16,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.30,,Z-SCI,2,10,75,Arabidopsis thaliana,17,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.31,,Z-SCI,2,10,76,Arabidopsis thaliana,18,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.32,,Z-SCI,2,10,77,Arabidopsis thaliana,18,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.33,,Z-SCI,2,10,78,Arabidopsis thaliana,19,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.34,,Z-SCI,2,10,79,Arabidopsis thaliana,19,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.35,,Z-SCI,2,10,80,Arabidopsis thaliana,20,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.36,,Z-SCI,2,10,81,Arabidopsis thaliana,20,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.37,,Z-SCI,2,10,82,Arabidopsis thaliana,21,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.38,,Z-SCI,2,10,83,Arabidopsis thaliana,21,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.39,,Z-SCI,2,10,84,Arabidopsis thaliana,21,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.40,,Z-SCI,2,10,85,Arabidopsis thaliana,21,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.41,,Z-SCI,2,10,86,Arabidopsis thaliana,23,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.42,,Z-SCI,2,10,87,Arabidopsis thaliana,24,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.43,,Z-SCI,2,10,88,Arabidopsis thaliana,24,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.44,,Z-SCI,2,10,89,Arabidopsis thaliana,24,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.45,,Z-SCI,2,10,90,Arabidopsis thaliana,25,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.46,,Z-SCI,2,10,91,Arabidopsis thaliana,26,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.47,,Z-SCI,2,10,92,Arabidopsis thaliana,27,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.48,,Z-SCI,2,10,93,Arabidopsis thaliana,28,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.49,,Z-SCI,2,10,94,Arabidopsis thaliana,29,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.50,,Z-SCI,2,10,95,Arabidopsis thaliana,30,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.51,,Z-SCI,2,10,96,Arabidopsis thaliana,30,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.52,,Z-SCI,2,10,97,Arabidopsis thaliana,33,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.53,,Z-SCI,2,10,98,Arabidopsis thaliana,34,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.54,,Z-SCI,2,10,99,Arabidopsis thaliana,35,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.55,,Z-SCI,3,10,100,Arabidopsis thaliana,35,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.56,,Z-SCI,3,11,1,Arabidopsis thaliana,36,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.57,,Z-SCI,3,11,2,Arabidopsis thaliana,37,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.58,,Z-SCI,3,11,3,Arabidopsis thaliana,37,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.59,,Z-SCI,3,11,4,Arabidopsis thaliana,38,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.60,,Z-SCI,3,11,5,Arabidopsis thaliana,38,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.61,,Z-SCI,3,11,6,Arabidopsis thaliana,39,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.62,,Z-SCI,3,11,7,Arabidopsis thaliana,41,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.63,,Z-SCI,3,11,8,Arabidopsis thaliana,42,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.64,,Z-SCI,3,11,9,Arabidopsis thaliana,42,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.65,,Z-SCI,3,11,10,Arabidopsis thaliana,42,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.66,,Z-SCI,3,11,11,Arabidopsis thaliana,43,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.67,,Z-SCI,3,11,12,Arabidopsis thaliana,43,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.68,,Z-SCI,3,11,13,Arabidopsis thaliana,44,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.69,,Z-SCI,3,11,14,Arabidopsis thaliana,45,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.70,,Z-SCI,3,11,15,Arabidopsis thaliana,45,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.71,,Z-SCI,3,11,16,Arabidopsis thaliana,46,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.72,,Z-SCI,3,11,17,Arabidopsis thaliana,47,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.73,,Z-SCI,3,11,18,Arabidopsis thaliana,48,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_A.74,,Z-SCI,3,11,19,Arabidopsis thaliana,49,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.01,Bacillus sp.,Z-SCI,3,11,20,Arabidopsis thaliana,3,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.02,,Z-SCI,3,11,21,Arabidopsis thaliana,3,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.03,Pseudomonas viridiflava,Z-SCI,3,11,22,Arabidopsis thaliana,5,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.04,,Z-SCI,3,11,23,Arabidopsis thaliana,5,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.05,Bacillus sp.,Z-SCI,3,11,24,Arabidopsis thaliana,3,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.06,,Z-SCI,3,11,25,Arabidopsis thaliana,3,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.07,Pseudomonas viridiflava,Z-SCI,3,11,26,Arabidopsis thaliana,3,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.08,,Z-SCI,3,11,27,Arabidopsis thaliana,7,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.09,Pseudomonas viridiflava,Z-SCI,3,11,28,Arabidopsis thaliana,8,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.10,,Z-SCI,3,11,29,Arabidopsis thaliana,9,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.11,,Z-SCI,3,11,30,Arabidopsis thaliana,10,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.12,Bacillus sp.,Z-SCI,3,11,31,Arabidopsis thaliana,11,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.13,,Z-SCI,3,11,32,Arabidopsis thaliana,11,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.14,Pseudomonas viridiflava,Z-SCI,3,11,33,Arabidopsis thaliana,11,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.15,Bacillus sp.,Z-SCI,3,11,34,Arabidopsis thaliana,12,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.16,Bacillus sp.,Z-SCI,3,11,35,Arabidopsis thaliana,13,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.17,Bacillus sp.,Z-SCI,3,11,36,Arabidopsis thaliana,13,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.18,Pseudomonas viridiflava,Z-SCI,3,11,37,Arabidopsis thaliana,13,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.19,,Z-SCI,3,11,38,Arabidopsis thaliana,14,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.20,,Z-SCI,3,11,39,Arabidopsis thaliana,15,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.21,Pseudomonas viridiflava,Z-SCI,3,11,40,Arabidopsis thaliana,15,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.22,Bacillus sp.,Z-SCI,3,11,41,Arabidopsis thaliana,16,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.23,,Z-SCI,3,11,42,Arabidopsis thaliana,16,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.24,Bacillus sp.,Z-SCI,3,11,43,Arabidopsis thaliana,16,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.25,,Z-SCI,3,11,44,Arabidopsis thaliana,17,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.26,Bacillus sp.,Z-SCI,3,11,45,Arabidopsis thaliana,17,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.27,Bacillus sp.,Z-SCI,3,11,46,Arabidopsis thaliana,18,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
LMC_B.28,,Z-SCI,3,11,47,Arabidopsis thaliana,18,,Lake Michigan College,"42°5'24.41""N","86°23'36.27""W",Luke Barrett,,W,,
