Species,Accession,PopID1,PopID2,AccID,Population,Seedbox,Position,generation,Quantity_ml,Quantity_seeds,critical,Temp_box,Temp_box_pos
Dve,BELL-A-03,BELL,A,3,BELL-A,404,1,-999,0.03,NA,FALSE,NA,NA
Dve,BELL-A-04,BELL,A,4,BELL-A,404,2,-999,0.1,NA,FALSE,NA,NA
Dve,BELL-A-09,BELL,A,9,BELL-A,404,3,-999,0.4,NA,FALSE,NA,NA
Dve,BELL-A-09,BELL,A,9,BELL-A,404,4,-999,0.12,NA,FALSE,NA,NA
Dve,LECT-A-07,LECT,A,7,LECT-A,404,5,-999,0.4,NA,FALSE,NA,NA
Dve,LECT-A-06,LECT,A,6,LECT-A,404,6,-999,0.5,NA,FALSE,NA,NA
Dve,LECT-A-03,LECT,A,3,LECT-A,404,7,-999,0.25,NA,FALSE,NA,NA
Dve,LECT-A-07,LECT,A,7,LECT-A,404,8,-999,0.2,NA,FALSE,NA,NA
Dve,CERN-B-03,CERN,B,3,CERN-B,404,9,-999,0.03,NA,FALSE,NA,NA
Dve,CERN-B-02,CERN,B,2,CERN-B,404,10,-999,0.11,NA,FALSE,NA,NA
Dve,CERN-B-05,CERN,B,5,CERN-B,404,11,-999,0.18,NA,FALSE,NA,NA
Dve,CERN-B-11,CERN,B,11,CERN-B,404,12,-999,0.02,NA,FALSE,NA,NA
Dve,LANT-D-02,LANT,D,2,LANT-D,404,13,-999,0.03,NA,FALSE,NA,NA
Dve,LANT-D-07,LANT,D,7,LANT-D,404,14,-999,0.19,NA,FALSE,NA,NA
Dve,LANT-D-02,LANT,D,2,LANT-D,404,21,-999,0.12,NA,FALSE,NA,NA
Dve,LANT-D-07,LANT,D,7,LANT-D,404,22,-999,0.02,NA,FALSE,NA,NA
Dve,CINT-B-03,CINT,B,3,CINT-B,404,23,-999,0.06,NA,FALSE,NA,NA
Dve,CINT-B-02,CINT,B,2,CINT-B,404,24,-999,0.13,NA,FALSE,NA,NA
Dve,CINT-B-07,CINT,B,7,CINT-B,404,25,-999,0.18,NA,FALSE,NA,NA
Dve,LUNA-A-05,LUNA,A,5,LUNA-A,404,28,-999,0.4,NA,FALSE,NA,NA
Dve,LUNA-A-05,LUNA,A,5,LUNA-A,404,29,-999,0.1,NA,FALSE,NA,NA
Dve,LAUZ-A-10,LAUZ,A,10,LAUZ-A,404,30,-999,0.13,NA,FALSE,NA,NA
Ath,ANGE-A-12,ANGE,A,12,ANGE-A,9,12,0,NA,13,TRUE,NA,NA
Ath,BELL-A-12,BELL,A,12,BELL-A,9,13,0,NA,200,TRUE,NA,NA
Ath,ANGE-B-06,ANGE,B,6,ANGE-B,9,14,0,NA,30,TRUE,NA,NA
Ath,CAMA-D-08,CAMA,D,8,CAMA-D,9,15,0,NA,3,TRUE,NA,NA
Ath,CAMA-D-10,CAMA,D,10,CAMA-D,9,16,0,NA,3,TRUE,NA,NA
Ath,CAMA-D-12,CAMA,D,12,CAMA-D,9,17,0,NA,150,TRUE,NA,NA
Ath,CAMA-D-14,CAMA,D,14,CAMA-D,9,18,0,NA,100,TRUE,NA,NA
Ath,CAMA-E-12,CAMA,E,12,CAMA-E,9,19,0,NA,10,TRUE,NA,NA
Ath,CAMA-E-14,CAMA,E,14,CAMA-E,9,20,0,0.02,NA,FALSE,NA,NA
Ath,CASS-A-15,CASS,A,15,CASS-A,9,32,0,NA,3,TRUE,NA,NA
Ath,CERN-A-15,CERN,A,15,CERN-A,9,33,0,NA,0,TRUE,NA,NA
Ath,CERN-B-09,CERN,B,9,CERN-B,9,34,0,NA,60,TRUE,NA,NA
Ath,CERN-B-13,CERN,B,13,CERN-B,9,35,-999,NA,125,TRUE,NA,NA
Ath,CERN-B-14,CERN,B,14,CERN-B,9,36,-999,NA,120,TRUE,NA,NA
Ath,CIER-A-12,CIER,A,12,CIER-A,9,37,0,NA,2,TRUE,NA,NA
Ath,CLAR-B-07,CLAR,B,7,CLAR-B,9,38,0,NA,10,TRUE,NA,NA
Ath,CLAR-B-11,CLAR,B,11,CLAR-B,9,39,0,NA,50,TRUE,NA,NA
Ath,CLAR-B-12,CLAR,B,12,CLAR-B,9,40,0,0.01,NA,FALSE,NA,NA
Ath,COLO-B-05,COLO,B,5,COLO-B,9,52,0,NA,25,TRUE,NA,NA
Ath,COLO-B-09,COLO,B,9,COLO-B,9,53,0,NA,5,TRUE,NA,NA
Ath,COLO-B-12,COLO,B,12,COLO-B,9,54,-999,NA,100,TRUE,NA,NA
Ath,COLO-B-13,COLO,B,13,COLO-B,9,55,-999,NA,NA,FALSE,NA,NA
Ath,GAIL-A-04,GAIL,A,4,GAIL-A,9,56,0,NA,120,TRUE,NA,NA
Ath,GAIL-A-05,GAIL,A,5,GAIL-A,9,57,0,NA,10,TRUE,NA,NA
Ath,GAIL-A-09,GAIL,A,9,GAIL-A,9,58,0,NA,0,TRUE,NA,NA
Ath,GAIL-A-10,GAIL,A,10,GAIL-A,9,59,0,NA,30,TRUE,NA,NA
Ath,GAIL-A-13,GAIL,A,13,GAIL-A,9,60,0,0.02,NA,FALSE,NA,NA
Ath,GAIL-B-04,GAIL,B,4,GAIL-B,9,72,0,NA,0,TRUE,NA,NA
Ath,JUZET-C-12,JUZET,C,12,JUZET-C,9,73,0,0.02,NA,FALSE,NA,NA
Ath,JUZET-C-13,JUZET,C,13,JUZET-C,9,74,-999,0.01,NA,FALSE,NA,NA
Ath,LUNA-A-04,LUNA,A,4,LUNA-A,9,75,0,NA,10,TRUE,NA,NA
Ath,LUNA-A-11,LUNA,A,11,LUNA-A,9,76,-999,0.01,NA,FALSE,NA,NA
Ath,LUNA-A-12,LUNA,A,12,LUNA-A,9,77,-999,NA,120,TRUE,NA,NA
Ath,MONT-B-10,MONT,B,10,MONT-B,9,78,0,NA,30,TRUE,NA,NA
Ath,NAZA-A-12,NAZA,A,12,NAZA-A,9,79,0,0.01,NA,FALSE,NA,NA
Ath,PUYM-B-11,PUYM,B,11,PUYM-B,9,80,0,NA,20,TRUE,NA,NA
Ath,PUYM-B-12,PUYM,B,12,PUYM-B,9,92,0,NA,7,TRUE,NA,NA
Ath,PUYM-B-14,PUYM,B,14,PUYM-B,9,93,0,0.005,NA,FALSE,NA,NA
Ath,PUYM-B-15,PUYM,B,15,PUYM-B,9,94,0,0.01,NA,FALSE,NA,NA
Ath,RAYR-A-10,RAYR,A,10,RAYR-A,9,95,-999,0.01,NA,FALSE,NA,NA
Ath,SIMO-A-01,SIMO,A,1,SIMO-A,9,96,0,NA,70,TRUE,NA,NA
Ath,THOM-A-03,THOM,A,3,THOM-A,9,97,0,0.01,NA,FALSE,NA,NA
Ath,THOM-A-06,THOM,A,6,THOM-A,9,98,0,0.01,NA,FALSE,NA,NA
Ath,VILLE-C-17,VILLE,C,17,VILLE-C,9,99,0,NA,10,TRUE,NA,NA
